id_tiket;ref_tiket;tgl_tiket;status;subject;tim_agent;departemen;message_awal;message_akhir;agent;status
1329908;20230104-K9XR25;2023-01-04 09:00:00;resolved;pembatalan penghapusan;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>terdapat perbaikan terhadap aset tetap yang semula diusulkan untuk penghapusan dan akan digunakan kembali </p><p>menu Usulan Penghapusan BMN/Pencatatan Pembatalan Barang Yang Akan Dihapuskan tidak muncul data aset yang akan digunakan kembali tsb</p>;"<p></p><p>Yth. Bapak/Ibu<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.</p><p>Karena
 sudah melewati batas waktu penyampaian LK, dan permaslahan di 
masing-masing KL sudah diselesaikan ketika pendampingan penyusunan LK, 
maka jika masih ada kendala mohon bisa diinfokan kembali</p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian sebagai bahan evaluasi atas 
kualitas layanan kami, mohon perkenan Bapak/Ibu untuk dapat memberikan<b><i>feedback</i></b>atas penyampaian jawaban kami. Terima kasih.</p><br>";(665) M Priandi;resolved
1330016;20230104-KKWD9K;2023-01-04 09:23:54;resolved;Capaian Output Data Tidak Masuk Ke Om Spant;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>Berikut Kami sampaikan Permasalahan terkait Capaian Output Bulan November 2022.</p><ol><li>Kami sudah Mengirimkan capaian output Bulan November seperti pada Screnshot dan PDF terlampir</li><li>Setelah Kami cek di Kertas kerja, Kiriman dari sakti belum masuk ke spant</li><li>Mohon untuk di buka periode November 2022, untuk upload kembali capaian output  ke spant</li></ol>;"<p>Yth. Bapak/Ibu Kemenag Kab Malang 299065<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br>Mohon maaf atas ketidaknyamanannya dan waktu yang diperlukan untuk merespon tiket Bapak/Ibu;</p><p>Atas kendala tersebut, Bapak/Ibu dapat melakukan pengecekan kembali data capaian output periode November 2022 atas satker 299068 pada aplikasi monevPA/omspan;<br></p><p><br>Demikian informasi ini kami sampaikan semoga dapat membantu. Terima kasih.</p><br>";(014) Faried Zamachsari;resolved
1330410;20230104-LTGRJF;2023-01-04 10:45:45;resolved;permasalahan terkait capaian output di Omspan;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>kami dari satker 677506,,, utk capaian output bln desember 2022 kok blm berubah ya... padahal sdh sy entry dan kirim di tgl 02 januari 2023, berikut kami kirimkan monitoring kiriman nya, mohon info dan terima kasih</p>;"<p>Yth. Bapak/Ibu fadli ansori<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Mohon maaf atas ketidaknyamananya, terkait hal ini dapat kami informasikan  berdasarkan pengawasan kami, seluruh RO  telah terkonfirmasi. Apabila satker masih mengalami kendala terkait ini, dapat menginformasikan kembali kepada kami.<br></p><p><br></p><p>[attach:image:111158CMZASTCAPM111157669B162F9:upload.png]<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(513) Rafly R Harahap;resolved
1330427;20230104-8GTCJ3;2023-01-04 10:50:53;resolved;Transaksi di Modul Komitmen Tidak Muncul di Modul Persediaan;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Mengapa ada satu data  transaksi di Modul Komitmen (sudah sp2d) tidak muncul di Modul Persediaan (ketika akan didetailkan). </p><p>Mohon pencerahnnya... terima kasih. </p>;"<p>Yth. Bapak/Ibu Sudarman<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Baik Bapak/Ibu, atas permasalahan tidak memilih rincian barang pada saat pembuatan BAST, untuk bararang tersebut bisa didetailkan dengan menu perolehan lainnya<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p><br><br>";(706) Ahmad Rifai;resolved
1330582;20230104-IVS0GN;2023-01-04 11:23:40;resolved;Summary Database;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Yth. Admin</p><p>Ijin bertanya terkait modul aset tetap, dengan kronologi sebagai berikut:</p><p>1. Saya sudah melakukan summary database untuk periode Desember 2022 sebelum penutup bukuan periode 2022-12, sewaktu saya mencoba download laporan BMN data semester 1 nilainya masih sama dengan data semester 2 yang saya download.</p><p>2. Kemudian saya login di tahun 2021 untuk download laporan per 31 desember 2021 untuk membandingkan nilainya</p><p>3. Setelah itu saya mencoba untuk melakukan summary database untuk periode unaudited 2022, namun saya kurang teliti bahwa masih login di tahun 2021, pada saat saya login lagi di tahun 2022, saya tidak bisa melakukan summary untuk periode 2022-13 karena diminta harus urut yang mana terakhir saya summary periode 2021-13. </p><p>Terkait hal tersebut, apakah saya harus membuka periode pembukuan dari januari-desember 2022? karena saya coba untuk summary periode 2023-01 pun tidak bisa. Mohon bantuannya. Terima kasih</p>;<p>Yth. Bapak/Ibu Rifqy Nadia<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br><br><br></p>;(069) Benitriadi Meidy Moniung;resolved
1330705;20230104-IVCS5I;2023-01-04 11:49:30;resolved;Terdapat Akun Belanja Barang yang Masih Harus Dibayar Padahal SP2D Sudah Terbit;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>Selamat siang, saya Ela dari satker 690501. Mohon izin menanyakan terkait adanya akun 212112 (Belanja Barang yang Masih Harus Dibayar) pada neraca percobaan senilai Rp203jutaan, padahal transaksi tersebut sudah terbit SP2D dan sudah dicatat oleh bendahara, sudah dikeluarkan dari rekening bendahara, dan bendahara juga sudah menyampaikan LPJ . <br></p><p><br></p><p>Sya mencari info ke tim pengelola anggaran, mereka bilang sepertinya itu transaksi nyangkut, jd itu adalah SPM LS perjadin.Ketika proses validasi SPP lalu gagal validasi. Ketika SPPnya dihapus pagunya tidak kembali,  hingga akhirnya mereka meminta agar pagunya dibalikin lg ke SITP, tp sepertinya itu SPP yg gagal validasi masih nyangkut sehingga kemungkinan terbaca sbg belanja barang yg masih harus dibayar.</p><p><br></p><p>Mohon arahan dan solusinya bapak ibu.<br></p><p></p>;<p>Selamat siang, saya Ela dari satker 690501. Mohon izin menanyakan terkait adanya akun 212112 (Belanja Barang yang Masih Harus Dibayar) pada neraca percobaan senilai Rp203jutaan, padahal transaksi tersebut sudah terbit SP2D dan sudah dicatat oleh bendahara, sudah dikeluarkan dari rekening bendahara, dan bendahara juga sudah menyampaikan LPJ . <br></p><p><br></p><p>Sya mencari info ke tim pengelola anggaran, mereka bilang sepertinya itu transaksi nyangkut, jd itu adalah SPM LS perjadin.Ketika proses validasi SPP lalu gagal validasi. Ketika SPPnya dihapus pagunya tidak kembali,  hingga akhirnya mereka meminta agar pagunya dibalikin lg ke SITP, tp sepertinya itu SPP yg gagal validasi masih nyangkut sehingga kemungkinan terbaca sbg belanja barang yg masih harus dibayar.</p><p><br></p><p>Mohon arahan dan solusinya bapak ibu.<br></p><p></p>;;resolved
1330824;20230104-3PWTJS;2023-01-04 12:20:09;resolved;Permohonan untuk Perbaikan Transaksi Bulan November 2022;L2 - SAKTI BENDAHARA;SAKTI - Bendahara;"<p><b>HAI-104111433 Permohonan untuk Perbaikan Transaksi Bulan November 2022</b><br />Unit Penanya: PUSAT PENDIDIKAN DAN PELATIHAN (651891)<br /><br /><b>Endang Ratnaningsih 04-01-2023 11:14:39</b><br />Yth. Bapak/ Ibu
<br />
<br />Satker kami sedang dalam proses penihilan GU namun terdapat kekeliruan pembebanan pada transaksi bulan november 2022, kami sudah mengubah transaksi tersebut namun tidak dapat disimpan karena ada peringatan ""Tanggal bayar yang dipilih harus bulan desember""
<br />
<br />Sehubungan dengan hal tersebut, kami mohon kiranya satker kami diijinkan untuk memperbaiki transaksi dan mengaktifkan fungsi Simpan pada bulan November tersebut .
<br />
<br />Atas bantuannya kami mengucapkan terima kasih<br /><br /> Lampiran: <a href=""https://spanint.kemenkeu.go.id/spanint/hai/downloader/index.php/downloads/Lampiran_tiket_REF_T0104111433_01863b4fd296ac02.jpg/Warning-tanggal-bayar.jpg"">Warning-tanggal-bayar.jpg</a><br /><br /><b>CSO 2 Jakarta 1 04-01-2023 12:20:06</b><br />Tiket Anda dieskalasi ke HAI DJPb<br /><br /></p>";<p>Yth. Bapak/Ibu Endang Ratnaningsih<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Alhamduliillahh, semoga lancar dan sehat selalu.</p><p>Terima kasih.</p>;(014) Faried Zamachsari;resolved
1330886;20230104-WNLGG9;2023-01-04 12:41:29;resolved;akumulasi penyusutan aset tetap lainnya yang bernilai positif;L2 - SAKTI Laporan;SAKTI - Pelaporan;<p>Selamat siang bagaiman penyelesaian akumulasi penyusutan di neraca yang bernilai positif (+)</p><p>   </p><p><br></p>;"<p>Yth. Bapak/Ibu erly<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Laporan berkenaan agar dicetak dan dicek ulang<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p><br><br>";(665) M Priandi;resolved
1330917;20230104-QR3K26;2023-01-04 12:56:03;resolved;Terdapat Selisih antara realisasi Laporan Fa Detail Basis Kas (SP2D) dengan Omspan;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>Selamat siang bapak/ibu, izin kami satker 431221 mohon untuk dilakukakan <b>Normalisasi </b>antara data sakti dengan Omspan dikarenakan terdapat perbedaan realisasi di SAKTI pada Laporan Fa Detail Basis KAs (SP2D) dengan Omspan. Hal tersebut dikarenakan  terdapat perbedaan uang sejumlah 124.800.000 pada akun belanja sewa di Sakti belum terealisasikan sedangkan dalam omspan sudah terbit SP2D. Mohon Bantuan dan Petunjuknya </p>;<p>Yth. Bapak/Ibu Ratu Fatma Sawitri<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br></p><p>Sebelumnya kami mohon maaf atas kendala dan lamanya kami dalam membalas email Saudara.</p><p>Apabila kendala masih terjadi, mohon dapat membalas kembali email ini dengan dilampiri data dukung permasalahan terkini.</p><br><p>Demikian kami sampaikan, mohon maaf atas ketidaknyamananya. Terima kasih.</p><br>;(014) Faried Zamachsari;resolved
1330957;20230104-4Y6D7E;2023-01-04 13:11:26;resolved;"mohon penjelasan pengisian cara pengisian ""perolehan lainnya KDP""";L2 - SAKTI Laporan;SAKTI - Pelaporan;"<p>mohon penjelasan cara pengisian ""perolehan lainnya KDP""</p><p>perubahan dari pagar permanen menjadi KDP</p>";"<div>mohon konfirmasinya, karena hingga sekarang saya belum memperoleh penjelasan tentang cara perubahan gedung permanen menjadi kdp</div>
    <br />
    <div>
      <div>On Rab, 4 Jan 2023 13.23 hai DJPb &lt;<a href=""mailto:hai.djpb@kemenkeu.go.id"">hai.djpb@kemenkeu.go.id</a>&gt; wrote:<br /></div>
      <blockquote><u></u>




<div style=""font-family:Calibri, Helvetica, Arial, sans-serif;line-height:125%;color:#242424;font-size:14px;"">
<div style=""font-family:Calibri, Helvetica, Arial, sans-serif;line-height:125%;color:#242424;font-size:14px;"">


&nbsp; 
<div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<div>
<p class=""MsoNormal"" style=""margin:0;"">&nbsp;</p>
</div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1f497d;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">&nbsp;</span></p>
<div class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">

</span></div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">PENTING
</span></p>
<p class=""MsoNormal"" style=""margin:0;"" align=""justify""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">""Sesuai dengan Keputusan Menteri Keuangan Nomor 942/KMK.01/2019 tentang Pengelolaan Keamanan Informasi di Lingkungan Kementerian
 Keuangan bahwa Unit TIK eselon I yang memiliki sistem nama domain masing-masing menambahkan pernyataan disclaimer pada setiap Surat Elektronik untuk mencegah tuntutan hukum atas penggunaan Surat Elektronik , maka email ini (termasuk seluruh lampirannya bila
 ada) hanya ditujukan kepada penerima sebagaimana dimaksud pada tujuan email ini. Email ini dapat berisi informasi atau hal-hal yang secara hukum bersifat rahasia. Jika terdapat kesalahan pengiriman (Anda bukan penerima yang dituju), maka Anda tidak diperkenankan
 untuk memanfaatkan, menyebarkan, mendistribusikan, atau menggandakan email ini beserta seluruh lampirannya. Mohon kerjasamanya untuk segera menghubungi Pusintek di alamat email yang tercantum di atas serta menghapus e-mail ini beserta seluruh lampirannya.
 Semua pendapat yang ada dalam e-mail ini merupakan pendapat pribadi dari pengirim yang bersangkutan dan tidak serta merta mencerminkan pandangan Kementerian Keuangan"".</span></p>
</div>
</div>

</div></blockquote>
    </div>";(069) Benitriadi Meidy Moniung;resolved
1331007;20230104-L686ML;2023-01-04 13:25:26;resolved;Tidak Bisa Validasi SPP 512 (SP2HL);L2 - SAKTI Laksana;SAKTI - Pembayaran;"<p>selamat siang,<br />
</p>
<p>menindaklanjuti no tiket&nbsp;20221229-H4HBSD, berikut saya sampaikan SS terbaru atas gagal/error validasi SPP 512 (SP2HL) dengan notif '<span style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:16px;background-color:rgb(255,255,255);"">Maaf
 proses simpan tidak berhasil - Fault occurred while processing</span>'.</p>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:16px;background-color:rgb(255,255,255);"">
<br />
</div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;font-size:16px;background-color:rgb(255,255,255);"">
Mohon bantuan atas kendala tersebut. terima kasih<br />
<br />
?<i style=""font-size:12.8px;font-family:arial, sans-serif;""><font color=""#000080"">""Bekerja dengan hati, melayani tanpa korupsi""</font></i></div>
<div>
<div style=""font-family:Calibri, Arial, Helvetica, sans-serif;"">
<div style=""color:rgb(136,136,136);font-family:arial, sans-serif;font-size:12.8px;background-color:rgb(255,255,255);"">
<span style=""font-size:12.8px;""><i>---------------------------------------------------------------</i></span></div>
<div style=""font-family:arial, sans-serif;font-size:12.8px;background-color:rgb(255,255,255);"">
<span style=""font-size:12.8px;""><i><font color=""#000080""><b><br />
</b></font></i></span></div>
<div style=""font-family:arial, sans-serif;font-size:12.8px;background-color:rgb(255,255,255);"">
<span style=""font-size:12.8px;""><b><font color=""#000080"">KPPN Khusus Pinjaman dan Hibah</font></b></span>
<div style=""font-size:12.8px;""><i><b><font color=""#0000ff"">Special State Treasury Office of Loan and Grant</font></b></i></div>
<div style=""font-size:12.8px;""><font color=""#333333"">Direktorat Jenderal Perbendaharaan</font></div>
<div style=""font-size:12.8px;""><font color=""#333333"">Kementerian Keuangan</font></div>
<div style=""color:rgb(136,136,136);font-size:12.8px;""><a href=""https://maps.google.com/?q=Jl.+Ir.+H.+Juanda+Nomor+19+Jakarta+Pusat+10120&amp;entry=gmail&amp;source=g"" style=""color:rgb(17,85,204);"">Jl. Ir. H. Juanda Nomor 19</a></div>
<div style=""color:rgb(136,136,136);font-size:12.8px;""><a href=""https://maps.google.com/?q=Jl.+Ir.+H.+Juanda+Nomor+19+Jakarta+Pusat+10120&amp;entry=gmail&amp;source=g"" style=""color:rgb(17,85,204);"">Jakarta Pusat 10120</a></div>
<div style=""font-size:12.8px;""><font color=""#666699"">ph: (021) 3812282; fax: (021) 3842271;&nbsp;</font></div>
<div style=""color:rgb(136,136,136);font-size:12.8px;""><br />
</div>
<div style=""font-size:12.8px;""><b><font color=""#000080"">Ikuti Sosial Media Kami:</font></b></div>
<div style=""font-size:12.8px;""><font color=""#003300"">Whatapp&nbsp; </font><font color=""#808080"">&nbsp;:&nbsp;
<a href=""http://bit.ly/mitra140"" style=""font-size:12.8px;"">
http://bit.ly/mitra140</a>&nbsp;;&nbsp;</font></div>
<div style=""font-size:12.8px;""><font color=""#800080"">Instagram&nbsp;</font><font color=""#808080""> :&nbsp;&nbsp;</font><font color=""#800080"">kppnkph&nbsp;&nbsp;</font></div>
<div style=""font-size:12.8px;""><font color=""#0000ff"">Facebook&nbsp;&nbsp;</font><font color=""#808080"">:</font><font color=""#0000ff"">&nbsp; KPPN KPH&nbsp;</font></div>
<div style=""font-size:12.8px;""><font color=""#00ccff"">Twitter&nbsp; &nbsp; &nbsp; &nbsp;</font><font color=""#808080"">:&nbsp;&nbsp;</font><font color=""#00ffff"">kppn_kph</font></div>
</div>
</div>
</div>

<div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1F497D;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1F497D;"">&nbsp;</span></p>
<div>
<p class=""MsoNormal"" style=""margin:0;"">&nbsp;</p>
</div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-family:Tahoma, 'sans-serif';color:#1F497D;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">&nbsp;</span></p>
<div class=""MsoNormal"" style=""margin:0;""><span style=""font-size:12pt;font-family:'Times New Roman', serif;"">

</span></div>
<p class=""MsoNormal"" style=""margin:0;""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">PENTING
</span></p>
<p class=""MsoNormal"" style=""margin:0;"" align=""justify""><span style=""font-size:7.5pt;font-family:Verdana, 'sans-serif';color:#808080;"">""Sesuai dengan Keputusan Menteri Keuangan Nomor 942/KMK.01/2019 tentang Pengelolaan Keamanan Informasi di Lingkungan Kementerian
 Keuangan bahwa Unit TIK eselon I yang memiliki sistem nama domain masing-masing menambahkan pernyataan disclaimer pada setiap Surat Elektronik untuk mencegah tuntutan hukum atas penggunaan Surat Elektronik , maka email ini (termasuk seluruh lampirannya bila
 ada) hanya ditujukan kepada penerima sebagaimana dimaksud pada tujuan email ini. Email ini dapat berisi informasi atau hal-hal yang secara hukum bersifat rahasia. Jika terdapat kesalahan pengiriman (Anda bukan penerima yang dituju), maka Anda tidak diperkenankan
 untuk memanfaatkan, menyebarkan, mendistribusikan, atau menggandakan email ini beserta seluruh lampirannya. Mohon kerjasamanya untuk segera menghubungi Pusintek di alamat email yang tercantum di atas serta menghapus e-mail ini beserta seluruh lampirannya.
 Semua pendapat yang ada dalam e-mail ini merupakan pendapat pribadi dari pengirim yang bersangkutan dan tidak serta merta mencerminkan pandangan Kementerian Keuangan"".</span></p>
</div>";"<p>Yth. Bapak/Ibu KPPN KPH<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Mohon maaf sebelumnya, info dari Tim Pengembang aplikasi SAKTI silahkan dicek/dicoba kembali, mohon maaf atas ketidaknyamanannya</p><p><br></p><p>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(039) Rio Hermawanto;resolved
1331020;20230104-901OQY;2023-01-04 13:29:42;resolved;Terdapat Perbedaan Akun, Nilai Span dan Sakti;L2 - SAKTI Laksana;SAKTI - Pembayaran;<p>Terdapat Perbedaan Akun, Nilai Span dan Sakti.</p><p>Sedangkan Kami lihat BAST,SPM  dan Omspan sdah cocok yang selisih di Monsakti<br></p>;"<p>Yth. Bapak/Ibu Puspalad 344516<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br>Mohon disebutkan nomor SPM yang salah pembebanan akun<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(014) Faried Zamachsari;resolved
1331140;20230104-AS0F6E;2023-01-04 14:08:20;resolved;Perbaikan Saldo Awal dan Transaksi Di aplikasi Sakti Bendahara Penerimaan;L2 - SAKTI BENDAHARA;SAKTI - Bendahara;<p>Selamat siang,</p><p>Mohon prtunjuk setelah melakukan perekaman dari Bulan Januari sd Desember 2022, untuk modul bendahara penerimaan.</p><p>Kami belum memasukan Perekaman Dana Pihak Ke Tiga (dari rek RPL), </p><p>YAng selama ini diinput hanya dari Rekening Bendahara Penerimaan Saja (Bpn)</p><p><br></p><p>Kami sudah melakukan perbaikan dan manginput , saldo awal dan transaksi2 berikutnya sesuai petunjuk teknis aplikasi) dan sudah tercatat sebagai saldo awal.</p><p>dan petunjuk KPPN agar dilakukan upload ulang dari bulan jan sd des 22.</p><p><br></p><p>Namun pada saat mengupload ulang di sprint untuk bulan Januari 2022,tertolak  terjadi selisih buku kas umum, buku kas, buku dpk, di sisi kiri sprin 0 di sisi kanan terisi sesuai saldo awal. </p><p><br></p><p>Mohon bantuan untuk kendala penolakan lpj. apakah dikarenakan karna sudah closed period, apabila demikan mohon dibuka kembali terkait perbaika transakasi tsb</p><p><br></p>;<p>Yth. Bapak/Ibu Ranti Afriani<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Sebelumnya kami mohon maaf atas kendala yang terjadi.</p><p>Atas pertanyaan Saudara, apakah sampai dengan saat ini kendala tersebut masih terjadi?</p><p>Apabila kendala masih terjadi, mohon dapat membalas kembali email ini dengan dilampiri data dukung permasalahan terkini.</p><p><br></p><p>Demikian kami sampaikan, terima kasih.</p>;(014) Faried Zamachsari;resolved
1331201;20230104-AJMQ4B;2023-01-04 14:22:46;resolved;Permohonan pemulihan FA;L2 - SAKTI KOMITMEN;SAKTI - Komitmen;<p>Kepada dit SITP disampaikan pemulihan FA berkaitan dengan Nomor BAST yang akan dilakukan penghapusan , kami kirimkan format excel yang akan dilakukan penghapusan dan file screenshoot data di modul komitmen.</p>;"<p>Yth. Bapak/Ibu AJIS KARYADI<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p>Mohon maaf atas ketidaknyamananya, terkait hal ini dapat kami informasikan :</p><p><br></p><p>1. Berdasarkan pengawasan kami, atas BAST-BAST yang dimaksud tidak terikat pada dua SPP yang berbeda;<br></p><p><br></p><p></p><p>525129/14/REN/02/2022 - Nomor SPP 00225T</p><p>525129/REN/012A/II/2022 - Nomor SPP 00122T</p><p>525129/REN/012B/II/2022 - Nomor SPP 00100T</p><p>BAST/15/I/2022 - Nomor SPP 00095T</p><p><br></p><p>2. Jika satker mengindikasikan nomor BAST tersebut digunakan pada beberapa SPP, dapat diinformasikan nomor SPP yang lain untuk membantu kami dalam menganalisa permasalahan ini.<br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p>";(513) Rafly R Harahap;resolved
1331223;20230104-9EP6RE;2023-01-04 14:27:15;resolved;SALDO_TDK_NORMAL_344317;L2 - SAKTI Laporan;SAKTI - Pelaporan;"<table border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"" style=""border:0;display:table;width:100%;"" align=""left"">
<tbody style=""display:block;"">
<tr>
<td valign=""middle"" width=""1"" bgcolor=""#A6A6A6"" style=""padding:7px 2px 7px 2px;background-color:#A6A6A6;"">
</td>
<td valign=""middle"" width=""100%"" bgcolor=""#EAEAEA"" style=""width:100%;background-color:#EAEAEA;padding:7px 5px 7px 15px;font-family:'wf_segoe-ui_normal', 'Segoe UI', 'Segoe WP', Tahoma, Arial, sans-serif;font-size:12px;font-weight:normal;color:#212121;"">
<div>You don't often get email from pakumakodam@gmail.com. <a href=""https://aka.ms/LearnAboutSenderIdentification"">
Learn why this is important</a></div>
</td>
<td valign=""middle"" align=""left"" width=""75"" bgcolor=""#EAEAEA"" style=""width:75px;background-color:#EAEAEA;padding:7px 5px 7px 5px;font-family:'wf_segoe-ui_normal', 'Segoe UI', 'Segoe WP', Tahoma, Arial, sans-serif;font-size:12px;font-weight:normal;color:#212121;"">
</td>
</tr>
</tbody>
</table>
<div>
<div>
<div>Ijin Bapak/Ibu ada Permasalahan Baru Lagi di Satker Kami..</div>
<div>ada Saldo Tidak Normal Atas&nbsp; belanja pegawai yang harus dibayar muncul.</div>
<div>setelah kami Cek di daftar ada 2 daftar SPP yang telah tercatat&nbsp; dan terbit SP2D nya tapi terbaca SPP belum terbit SP2d dan 1 ( 00492T ) yang Tidak ada di Omspan dan Arsip SPP tetapi muncul di Daftar SPP belum catat SP2D.</div>
<div>mohon Petunjuk dan Arahan Bapak/IBu untuk penyelsaian Permasalahan tersebut.<br />
</div>
</div>
</div>";"<p>Yth. Bapak/Ibu bayu Sapta Riandi<br>Terima kasih telah menggunakan layanan Helpdesk Terintegrasi HAI DJPb.<br><br></p><p><br>Demikian
 informasi ini kami sampaikan semoga dapat membantu. Apabila jawaban 
kami belum memenuhi maksud pertanyaan, Bapak/Ibu disilakan untuk 
menyampaikan pertanyaan lanjutan. Kemudian
 sebagai bahan evaluasi atas kualitas layanan kami, mohon perkenan 
Bapak/Ibu untuk dapat memberikan <b><i>feedback </i></b>atas penyampaian jawaban kami.
 Terima kasih.</p><br><br>";(397) Yusup Setiawan;resolved
